"","label"
"KCNE2",NA
"PRKACG",NA
"RAI2",NA
"PLA2G4E",NA
"LILRA5",NA
"MRAP2",NA
"FREM3",NA
"ABCG5",NA
"SIM2",NA
"TMEM160",NA
"PRAMEF20",NA
"ASB9",NA
"CRISP1",NA
"IQCK",NA
"BTN3A2",NA
"TREML1",NA
"LTB4R",NA
"BLOC1S6",NA
"COX5A",NA
"SFR1",NA
"AAMDC",NA
"WRB",NA
"PRRG1",NA
"ADH4",NA
"C22orf39",NA
"CSDC2",NA
"ZNF22",NA
"TNFRSF10C",NA
"ATG10",NA
"LAIR1",NA
"RPL37A",NA
"RPL27",NA
"LGI1",NA
"FATE1",NA
"SCAMP1",NA
"MAGEB16",NA
"C3orf52",NA
"FAM228B",NA
"GMFB",NA
"UBE2D1",NA
"NAA50",NA
"CACYBP",NA
"BATF3",NA
"NMRK1",NA
"PRR19",NA
"RNF113B",NA
"CFHR3",NA
"TAS2R14",NA
"PRAF2",NA
"TYROBP",0
"C2orf73",NA
"KITLG",NA
"CD300LB",NA
"LYZL2",NA
"C5orf60",NA
"MPC1",NA
"TAF11",NA
"RUFY1",NA
"C1orf115",NA
"DYNLRB1",NA
"DDA1",NA
"BPIFA3",NA
"C1orf146",NA
"NPBWR2",NA
"ANO5",NA
"XAGE5",NA
"C3orf84",NA
"BHLHB9",NA
"MAGEA4",NA
"MYMK",NA
"SELENOT",NA
"MRPS10",NA
"NELFCD",NA
"MAGEA1",NA
"FBXL22",NA
"MALSU1",NA
"FAM181B",NA
"C4orf3",NA
"CTU1",NA
"CHCHD2",NA
"AADACL3",NA
"RNF13",NA
"CD300E",NA
"SAYSD1",NA
"MAGEH1",NA
"VAMP1",NA
"FFAR1",NA
"GRAP",NA
"HNMT",NA
"UBL4A",NA
"C2orf80",NA
"ABT1",NA
"MZB1",NA
"SDHAF2",NA
"RGS5",NA
"IL18BP",NA
"FDX2",NA
"RPL38",NA
"NUDT7",NA
"UBXN2A",NA
"PCBD2",NA
"FMNL1",NA
"FAM122C",NA
"ADH6",NA
"PIMREG",NA
"CLEC4A",NA
"CD2",NA
"ZNF668",NA
"ZNF688",NA
"NMI",NA
"TRMT112",NA
"DKKL1",NA
"ATXN3L",NA
"IER3IP1",NA
"APOPT1",0
"TMEM243",NA
"GNAZ",NA
"PPIC",NA
"EFHD2",NA
"TREM1",NA
"BTLA",NA
"DPM2",0
"UXT",NA
"GREM1",NA
"C7orf50",NA
"NFRKB",NA
"CMTM5",NA
"MRPL41",NA
"JSRP1",NA
"PDCL3",NA
"PRR7",NA
"ZNF98",NA
"CENPW",0
"FAM90A1",NA
"CEACAM7",NA
"FAM89B",NA
"MMP26",NA
"BLOC1S5",NA
"MRGBP",NA
"DBNDD1",NA
"CENPK",NA
"TP53INP1",NA
"FSBP",NA
"MORN5",NA
"TMC7",NA
"CD33",NA
"CPTP",NA
"RPL37",NA
"TMEM212",NA
"YPEL3",NA
"MRPS33",NA
"SHISA5",NA
"HCRT",NA
"TFIP11",NA
"LSM8",NA
"FLII",NA
"C16orf86",NA
"H3F3A",NA
"TSSK3",NA
"ANKRD45",NA
"NUDT10",NA
"ARMCX1",NA
"TMCO5A",NA
"CENPQ",NA
"ENKUR",NA
"ACADL",NA
"CD274",NA
"FAM19A2",NA
"NSMCE3",NA
"SLC45A4",NA
"PRAMEF15",NA
"GNRH2",NA
"NAIP",NA
"CLEC2L",NA
"LEMD1",NA
"PAWR",NA
"CXorf65",NA
"CD83",NA
"MANF",NA
"WRNIP1",NA
"NF2",NA
"KLK2",NA
"AANAT",NA
"MME",NA
"MAGEB6",NA
"PIP5K1C",NA
"TMEM171",NA
"CYP26C1",NA
"TMIGD1",NA
"TMEM18",NA
"IGSF5",NA
"LYPD1",NA
"NSD1",NA
"PTRH2",NA
"FLT3LG",NA
"POLH",NA
"ASCL3",NA
"CXCL12",NA
"OVOL2",NA
"MRPL12",0
"NR2C2AP",NA
"KLRB1",NA
"CYFIP2",NA
"KIAA2026",NA
"PNRC1",NA
"CD226",NA
"LIMD2",0
"LRRC3B",NA
"TMEM86A",NA
"KRCC1",NA
"ORMDL3",NA
"DPPA4",NA
"RNF182",NA
"ACAD11",NA
"SPATC1L",NA
"SPACA3",NA
"SAMD10",NA
"BNIP3",NA
"C5orf30",NA
"CSH1",NA
"ZNF664",NA
"EVI2B",NA
"COL10A1",NA
"NUS1",NA
"CDRT15",NA
"GLRX5",NA
"CLDND2",NA
"PCP2",NA
"CD200",NA
"RP11-192H23.4",NA
"IQCF5",NA
"KRTAP29-1",NA
"TXNDC9",NA
"MYADML2",NA
"RNASE2",NA
"IER2",NA
"GUCA1C",NA
"LYSMD1",NA
"RPS15A",NA
"TNFRSF4",NA
"SOWAHD",NA
"RASAL1",NA
"TAS2R13",NA
"ACKR4",NA
"SCYL2",NA
"ERAS",NA
"FAM216A",NA
"FRG2C",NA
"SLC35G6",NA
"LEPROTL1",NA
"PSMD9",NA
"SH3BGR",NA
"CAAP1",NA
"PNMT",NA
"C1orf123",NA
"ACOT1",NA
"BOD1",NA
"C5AR2",NA
"SBK3",NA
"ACKR2",NA
"IMMP1L",NA
"ARL14EP",NA
"MAP3K7CL",NA
"TXNL4A",NA
"MRPL49",NA
"IL36RN",NA
"MDC1",NA
"C1orf74",NA
"FAM136A",NA
"IER3",0
"C12orf49",NA
"PSMG2",NA
"RASA3",NA
"NKG7",NA
"TPM2",NA
"ABHD14B",NA
"GSTM5",NA
"PRPF6",NA
"METTL7B",NA
"TFPI2",NA
"CTRB1",NA
"TEX261",NA
"C14orf180",NA
"C1orf216",NA
"RP11-248J23.6",NA
"COMMD3",NA
"PROK1",NA
"SPATS1",NA
"ISCA2",NA
"SDC3",NA
"AHSG",NA
"WDR43",NA
"GUSB",NA
"ELOVL3",NA
"CFHR2",NA
"GPR27",NA
"PRDX5",NA
"FAAP24",NA
"CFAP161",NA
"NDUFA4L2",NA
"LYG2",NA
"C12orf57",NA
"RPAIN",NA
"CDC34",NA
"FAM43B",NA
"NPY",0
"ATP5MC2",NA
"KCNMB2",NA
"RSPH14",NA
"HIST1H3E",NA
"TBC1D2",NA
"MEI4",NA
"IZUMO2",NA
"REC114",NA
"FAM166B",NA
"TREM2",0
"LY6E",0
"IGDCC4",NA
"TSPYL6",NA
"C19orf71",NA
"RAMP2",NA
"SYPL1",NA
"HIST3H2A",NA
"VTCN1",NA
"GFER",NA
"CARMIL1",NA
"IER5",NA
"C6orf15",NA
"EAF2",NA
"KPNA1",NA
"GIMAP2",NA
"CLEC1A",NA
"SHISA3",NA
"GPR62",NA
"P4HTM",NA
"MC1R",NA
"NMS",NA
"DCTD",NA
"KXD1",NA
"ZDHHC22",NA
"CRISP2",NA
"FAM58A",NA
"HCAR3",NA
"CLEC9A",NA
"FAM181A",NA
"FAM19A1",NA
"PLA2G2F",NA
"TSGA13",NA
"HMGB3",NA
"ABI2",NA
"C12orf65",NA
"VENTX",NA
"LY6K",NA
"SDCBP",NA
"RNF125",NA
"PDZD9",NA
"ARPIN",NA
"HACD1",NA
"ZFAND6",NA
"HIST1H3D",NA
"BLOC1S1",NA
"ELP6",NA
"BCL7B",NA
"MYL12B",NA
"KCTD21",NA
"CNTNAP2",NA
"APOC2",NA
"CDRT15L2",NA
"ARL14",NA
"ATP6V1G2",NA
"PCNP",NA
"CX3CR1",0
"ALDH3A1",NA
"RTN4RL1",NA
"GPR35",NA
"PRAMEF14",NA
"NABP1",NA
"PRDX2",0
"LKAAEAR1",NA
"ANKRD22",NA
"PDGFRB",NA
"ATG101",NA
"FUNDC2",NA
"SLC10A1",NA
"CDX4",NA
"ATG12",NA
"SH3BGRL3",NA
"VGLL3",NA
"FAM84B",NA
"IL34",NA
"KCNJ2",NA
"CITED2",NA
"RBX1",NA
"APOBEC4",NA
"ERICH5",NA
"CNIH3",NA
"BATF2",NA
"MESDC2",NA
"NDUFA6",NA
"C17orf64",NA
"TNFRSF12A",NA
"TMEM177",NA
"UBE2F",NA
"ENSA",NA
"TMEM121",NA
"RBBP9",NA
"UQCRFS1",NA
"TIMM10B",NA
"TEX36",NA
"TXNDC2",NA
"HIST1H2AI",NA
"NRXN3",1
"PDPN",NA
"NUDT16",NA
"CEBPA",NA
"MARCH3",NA
"BCL2L1",NA
"FPR2",NA
"SPZ1",NA
"C11orf86",NA
"C1GALT1C1",NA
"RABAC1",NA
"MC2R",NA
"GPX6",NA
"LAT2",0
"CCDC106",NA
"P2RY14",NA
"MGST2",NA
"PTMA",NA
"MOAP1",NA
"TREX2",NA
"HIST4H4",NA
"GPR32",NA
"COX6B1",NA
"METTL21C",NA
"NDUFB11",NA
"SCRT2",NA
"LY6G5C",NA
"CREBZF",NA
"SP9",NA
"ZNF501",NA
"TIRAP",NA
"CLIC2",NA
"MRPL34",NA
"SLC2A4RG",NA
"PTGES3",NA
"TMEM51",NA
"TMBIM4",NA
"HIST1H4K",NA
"RHOXF1",NA
"APOLD1",NA
"TMEM50A",NA
"NUDT1",NA
"PAQR4",NA
"CD3G",NA
"GPR78",NA
"GCG",NA
"MED19",NA
"C16orf95",NA
"ADCYAP1",NA
"ZNF736",NA
"OLAH",NA
"SYCE2",NA
"SPINDOC",NA
"HIST1H2AG",NA
"FAIM",NA
"CD40LG",NA
"TAAR1",NA
"TEX264",NA
"NUDT19",NA
"ZFP42",NA
"LYG1",NA
"MRPL11",0
"TBPL1",NA
"NCR3LG1",NA
"SLC39A1",NA
"INO80E",NA
"ADH1B",NA
"CTNND1",NA
"KCNK7",NA
"YIPF6",NA
"PRELID3A",NA
"TMEM150B",NA
"SKP1",NA
"RGS19",0
"CEBPB",NA
"TCTN2",NA
"R3HDM4",NA
"C8orf37",NA
"TMA16",NA
"FAM151B",NA
"ZNHIT1",NA
"BRINP2",NA
"CRISP3",NA
"NDUFS5",NA
"MFAP3",NA
"C16orf87",NA
"FRAT2",NA
"SLC25A29",NA
"PLA2G5",NA
"ARHGDIG",NA
"APOBEC3C",NA
"LUZP4",NA
"NFAM1",NA
"SOCS3",NA
"TMEM186",NA
"KCNMB1",NA
"YPEL5",NA
"REG4",NA
"NAA20",NA
"P2RY13",0
"ACRV1",NA
"ACADM",NA
"GKN2",NA
"VSIR",NA
"SH2D6",NA
"ZNF492",NA
"OCEL1",NA
"CCDC12",NA
"MOSMO",NA
"EGR3",NA
"CD200R1",NA
"TMEM11",NA
"ALDH9A1",NA
"TMEM176B",NA
"LSM12",NA
"NCF1",NA
"CD86",NA
"PSMF1",NA
"HSF2BP",NA
"SLC4A1",NA
"FOXD1",NA
"IL2RA",NA
"TGOLN2",NA
"USP27X",NA
"ACAP3",NA
"LXN",NA
"COMMD7",NA
"CFL2",NA
"PRAMEF17",NA
"CMBL",NA
"GTSF1",NA
"TMEM74",NA
"CD300C",NA
"NAA11",NA
"CD14",0
"FNDC5",NA
"NUPL2",NA
"TAF12",NA
"UTP23",NA
"CALHM4",NA
"IZUMO4",NA
"RBM3",NA
"CYB5B",NA
"HORMAD2",NA
"RTP5",NA
"IFI27L1",NA
"HINT1",NA
"PACRGL",NA
"CASTOR1",NA
"CD300LG",NA
"CCDC68",NA
"TBC1D26",NA
"RAB31",NA
"PFN4",NA
"PRELID2",NA
"TTLL3",NA
"TMEM97",NA
"PGAM4",NA
"SH2D1A",NA
"LRG1",NA
"YPEL4",NA
"CENPH",NA
"FEV",NA
"SLAMF7",NA
"NMB",NA
"CTRB2",NA
"COMMD8",NA
"COA6",NA
"DNAJC12",NA
"CYSLTR1",NA
"CSH2",NA
"AP1S2",NA
"KIFC1",NA
"BRI3BP",NA
"HOPX",NA
"HAUS1",NA
"SLC5A2",NA
"MED29",NA
"YTHDC1",0
"LRRC29",NA
"KIR2DL1",NA
"CARD19",NA
"CIAO2A",NA
"LRAT",NA
"EXO5",NA
"C4orf33",NA
"SCML1",NA
"DNAJC22",NA
"GDI1",NA
"HNRNPCL1",NA
"TPD52L2",NA
"C1orf174",NA
"CDKN2B",NA
"CIPC",NA
"CALML4",NA
"C1QTNF12",NA
"MXRA7",NA
"ZNF75A",NA
"RGS18",NA
"LYZ",NA
"KLB",NA
"LUM",NA
"COMMD9",NA
"HIST1H3F",NA
"CSKMT",NA
"PRAMEF2",NA
"CCDC28A",NA
"UBE2C",0
"OTUB2",NA
"BUD31",NA
"LAMP2",NA
"TSC22D3",NA
"FAM3A",NA
"WDYHV1",NA
"CDO1",NA
"SPDYE3",NA
"LRRN4CL",NA
"CCDC58",NA
"MEDAG",NA
"VSIG4",0
"HIST1H3C",NA
"RANBP10",NA
"ODAM",NA
"YEATS4",NA
"TMEM240",NA
"UBE2N",NA
"ZNF787",NA
"CCDC70",NA
"TMEM106A",NA
"ID3",NA
"ZNRF2",NA
"CGRRF1",NA
"PSMB11",NA
"DCUN1D2",NA
"RPP25L",0
"GTPBP8",NA
"DAZAP2",NA
"ZNF740",NA
"C4BPB",NA
"MCUB",NA
"FOPNL",NA
"TMEM229B",NA
"PRRG4",NA
"RHD",NA
"MC5R",NA
"PEBP4",NA
"CD247",NA
"MMGT1",NA
"LRRC52",NA
"TEX101",NA
"MRPL58",NA
"TAAR6",NA
"ATL3",NA
"OAZ2",NA
"RAD51AP1",NA
"MOSPD1",NA
"CLEC4G",NA
"TNFRSF6B",NA
"PRAMEF1",NA
"ZNF626",NA
"TAF1D",NA
"TAAR5",NA
"CTNNA2",NA
"OSTC",NA
"EMC8",NA
"LYVE1",NA
"GRPEL1",NA
"TMEM98",NA
"NKAIN3",NA
"ZNRF1",NA
"TEX33",NA
"TMEM74B",NA
"ZNF486",NA
"PPP3R1",NA
"LURAP1",NA
"RPL34",NA
"NDUFB4",NA
"MAGOHB",0
"TREML2",NA
"NRN1L",NA
"ICAM2",NA
"TMED5",NA
"PCED1B",NA
"GCLM",NA
"FCGR1A",0
"SHISA2",NA
"DAND5",NA
"HIST1H2AL",NA
"ADH1A",NA
"TMEM196",NA
"SSMEM1",NA
"LAMP3",NA
"PSMC3IP",NA
"RHBDL2",NA
"MANSC1",NA
"APOBEC3H",NA
"TMEM121B",NA
"MTX2",NA
"R3HDML",NA
"HNRNPF",NA
"FGF7",NA
"UBE2A",NA
"RPL27A",NA
"PARD6B",NA
"GABARAPL2",NA
"IBTK",NA
"MTHFD1L",NA
"USP18",NA
"FAM107A",NA
"ZNF784",NA
"CIB4",NA
"VSTM4",NA
"LYRM1",NA
"TM4SF5",NA
"FCGR3A",0
"NOP10",NA
"EMD",NA
"CENPBD1",NA
"PRB3",NA
"SHISAL1",NA
"TSC22D4",NA
"CEACAM6",NA
"MYADM",NA
"UBL3",NA
"NGB",NA
"ZNF506",NA
"INCA1",NA
"ORAI3",NA
"PPCDC",NA
"TRIM48",NA
"TRIM71",NA
"FAM122B",NA
"KLRC1",NA
"RTP4",NA
"ZNF138",NA
"MMRN1",NA
"CREG2",NA
"CIB3",NA
"SEC11C",NA
"STX19",NA
"BTG1",1
"GPX3",NA
"LGALS12",NA
"C6orf163",NA
"CCNI",NA
"C16orf46",NA
"LYPLA1",NA
"GINM1",NA
"PTGDR2",NA
"KRTAP10-4",NA
"TYRP1",NA
"RHOT2",NA
"PSMB7",NA
"RBM7",NA
"ATF5",NA
"FAM222A",NA
"NTPCR",NA
"VMO1",NA
"ZNF146",NA
"RTN4R",NA
"METTL27",NA
"SRP19",NA
"SRA1",NA
"CDIP1",NA
"SLC39A3",NA
"RABIF",NA
"ARMC10",NA
"SMURF1",NA
"PGA5",NA
"RP13-996F3.4",NA
"YIPF4",NA
"CD28",NA
"FAM187B",NA
"RPL31",NA
"MED20",NA
"TMEM185B",NA
"LRRC38",NA
"ATP6V0C",NA
"SELENOF",NA
"LAMP5",NA
"CCND1",NA
"CLDN20",NA
"EPO",NA
"QPRT",NA
"GULP1",NA
"LRRC7",NA
"COPS9",NA
"INSL3",NA
"PLEKHJ1",NA
"GPR55",NA
"TBC1D21",NA
"METTL24",NA
"CLDN8",NA
"NDFIP1",NA
"CINP",NA
"BNIP3L",NA
"PEBP1",NA
"GPR15",NA
"INKA1",NA
"SDHA",NA
"GABARAP",NA
"RHBDD2",NA
"TLDC2",NA
"CCNI2",NA
"XCR1",NA
"PDC",NA
"UBE2L6",NA
"FADS6",NA
"SAMD1",NA
"NME4",NA
"MTA3",NA
"HDDC3",NA
"RAD9A",NA
"METTL18",NA
"PNMA1",NA
"ALG1L",NA
"SNAI2",NA
"RAB9B",NA
"CETN2",NA
"EBI3",NA
"POP5",NA
"RPSA",NA
"UQCRB",NA
"HDHD3",NA
"IQCF2",NA
"METTL11B",NA
"EXOSC5",NA
"MAGEA11",NA
"C19orf24",0
"CALM2",1
"EFCAB11",NA
"PPIF",NA
"TOR4A",NA
"CD3E",NA
"COL13A1",NA
"GGH",NA
"CHIC1",NA
"METTL5",NA
"MED18",NA
"UBE2M",NA
"C22orf15",NA
"ZNF114",NA
"CD70",NA
"FAM110D",NA
"ZADH2",NA
"TMEM134",NA
"HDGFL1",NA
"CD38",NA
"BCAP29",NA
"NPDC1",NA
"TPRG1",NA
"CCT8",NA
"CLDN25",NA
"BSND",NA
"GINS3",NA
"BCL2L10",NA
"TRIM64B",NA
"NCR3",NA
"STT3A",NA
"PTN",NA
"EYA3",NA
"PAK1",NA
"SNRPA1",NA
"KIR2DL4",NA
"NPM1",NA
"KCTD11",NA
"PIH1D2",NA
"SIKE1",NA
"HMBS",NA
"PNOC",NA
"NANOS3",NA
"GAS1",NA
"MAB21L4",NA
"ZNF691",NA
"RILPL2",NA
"SP6",NA
"HDGFL3",NA
"CXXC4",NA
"PIH1D1",0
"TRIR",NA
"INS",NA
"PDE6D",NA
"CCDC92",NA
"TBATA",NA
"KCTD14",NA
"PMVK",NA
"U2SURP",NA
"ZNF684",NA
"NRIP3",NA
"KLK1",NA
"WFDC3",NA
"RFPL2",NA
"FAM84A",NA
"VGLL4",NA
"SYCE1L",NA
"MSRB2",NA
"LRRC69",NA
"C10orf88",NA
"ATP5PO",NA
"TSPAN19",NA
"AIMP2",NA
"HESX1",NA
"MRAP",NA
"APOO",NA
"HRASLS5",NA
"AMN1",NA
"TMEM204",NA
"ZCCHC12",NA
"HIST1H4I",NA
"C8orf86",NA
"FURIN",NA
"KATNBL1",NA
"SPRYD4",NA
"ODAPH",NA
"ITM2B",NA
"ADH7",NA
"PSMA5",NA
"RB1CC1",NA
"MOB1A",NA
"MRPL50",NA
"TAF9B",NA
"IRGC",NA
"RPP25",NA
"ZNF670",NA
"TCEANC2",NA
"CEACAM18",NA
"NAT8L",NA
"TRABD2B",NA
"PPIL1",NA
"CLEC12B",NA
"HIST1H4A",NA
"ASB12",NA
"PTGDS",NA
"LRRC2",NA
"ORM2",NA
"ZDHHC11",NA
"GLTPD2",NA
"SPAG7",NA
"PLA2G12B",NA
"CCDC74A",NA
"NQO2",NA
"CEP19",NA
"RSPRY1",NA
"AP3S2",NA
"PGP",NA
"YIPF7",NA
"NUCKS1",NA
"FXYD3",NA
"NENF",NA
"GOLGA7",NA
"DIO1",NA
"ORC6",NA
"CXorf58",NA
"FCRLA",NA
"RAET1E",NA
"NDUFS4",NA
"RNF138",NA
"MOB1B",NA
"DCAKD",NA
"MGP",NA
"RNF148",NA
"DPPA2",NA
"VOPP1",NA
"TMED6",NA
"FAM104A",NA
"MRM1",NA
"LYPD3",NA
"LYPD6B",NA
"GRIK1",NA
"A3GALT2",NA
"DMRT1",NA
"ISLR",NA
"VAV3",NA
"DHRS2",NA
"NAP1L2",NA
"ZMAT4",NA
"MARCH2",NA
"MRPS26",NA
"CLBA1",NA
"NDUFA12",NA
"ARV1",NA
"TTC16",NA
"TRIM13",NA
"NDUFAF2",NA
"PBDC1",NA
"TEX35",NA
"NTMT1",NA
"PRAMEF19",NA
"PRSS58",NA
"TBK1",NA
"ZNF385C",NA
"PTCRA",NA
"RPL10A",NA
"HIST1H3G",NA
"CBX3",1
"ZGLP1",NA
"TPSAB1",NA
"NBPF1",NA
"MRPS34",0
"YY2",NA
"TMEM270",NA
"COX4I2",NA
"C7orf61",NA
"GAL3ST2",NA
"PLSCR4",NA
"IFITM10",NA
"CMA1",NA
"AUNIP",NA
"PSME2",NA
"GGT6",NA
"KIF2A",NA
"FIS1",NA
"PPIB",NA
"MIXL1",NA
"GMNC",NA
"UBE2R2",NA
"GATSL1",NA
"DHFR",NA
"FBXL8",NA
"MRPL17",NA
"IL12B",NA
"DNAJB9",NA
"WBP2",0
"HSCB",NA
"PRKCI",NA
"TMEM223",NA
"TTC9B",NA
"PHLPP2",NA
"FIGLA",NA
"URM1",NA
"NACC2",NA
"SAPCD1",NA
"FKBP3",NA
"SULT1C3",NA
"CABP5",NA
"ASGR2",NA
"CALHM5",NA
"SDC1",NA
"CCR4",NA
"APOBEC1",NA
"HACD2",NA
"CHI3L2",NA
"TCP10",NA
"TMEM40",NA
"TM4SF4",NA
"TMEM208",NA
"PID1",NA
"TMEM150C",NA
"NUDT21",NA
"TMEM164",NA
"RNF4",NA
"TIMM29",NA
"HTATIP2",NA
"TMIE",NA
"YPEL1",NA
"CDCA4",NA
"SPRYD7",NA
"RPL26L1",NA
"DMP1",NA
"C9orf66",NA
"CHAD",NA
"LAPTM4A",NA
"CNEP1R1",NA
"TWISTNB",NA
"HIST1H2AB",NA
"CMSS1",NA
"SNRPN",NA
"SLC9A1",NA
"ZNF358",NA
"SLC10A3",NA
"AS3MT",NA
"AKIRIN1",NA
"TRAPPC2",NA
"TMEM95",NA
"PLSCR2",NA
"SOX10",NA
"ADAT2",NA
"TEX26",NA
"PMEPA1",NA
"FHIT",NA
"GNPDA2",NA
"CTAGE9",NA
"TMEM138",NA
"TMEM88",NA
"AREG",NA
"NUDT16L1",NA
"BCL10",NA
"PRG3",NA
"CPLANE2",NA
"YLPM1",NA
"SARNP",NA
"BPIFB2",NA
"TSPAN6",NA
"RARRES1",NA
"ESAM",NA
"SSU72",NA
"PRR3",NA
"KCTD4",NA
"RTL4",NA
"TPBG",NA
"RPS15",NA
"METRN",NA
"MSTO1",NA
"MRPL10",NA
"SNX10",NA
"MED31",NA
"AKR7A3",NA
"EEF2KMT",NA
"CTD-2267D19.3",NA
"SIAH2",NA
"ACER1",NA
"RABL2A",NA
"CD3EAP",NA
"F2RL2",NA
"CD3D",NA
"SCN4B",NA
"CASP14",NA
"ERMN",NA
"SLC35A4",NA
"CKMT1B",NA
"BEND6",NA
"FRAT1",NA
"CEACAM21",NA
"CENPA",NA
"PRG2",NA
"TAS2R41",NA
"FAM204A",NA
"SYCP3",NA
"MRPL13",NA
"P2RY12",0
"PPP1R42",NA
"MICB",NA
"SNRPD3",NA
"SPIN4",NA
"USP50",NA
"MFAP2",NA
"OXT",NA
"CEACAM3",NA
"ANKRD61",NA
"LHFPL1",NA
"CLSTN2",NA
"MAS1",NA
"FAM110C",NA
"PEX19",NA
"IGFBP7",NA
"C11orf65",NA
"BABAM1",NA
"KLF3",NA
"GZMH",NA
"TEF",NA
"ZNF121",NA
"GNAQ",NA
"TRIM44",NA
"DCTPP1",NA
"MCEMP1",NA
"TIGD6",NA
"GPALPP1",NA
"CREBL2",NA
"EIF3J",NA
"CPSF2",NA
"LIN7C",NA
"UTS2",NA
"MRPL1",NA
"FCGRT",NA
"RTL10",NA
"CHD1L",NA
"C1orf159",NA
"STXBP6",NA
"AKR1B10",NA
"DPRX",NA
"DMRTB1",NA
"ANKRD49",NA
"GDNF",NA
"STARD3NL",NA
"NAP1L3",NA
"LAPTM4B",NA
"ZFP36",NA
"MRPS18A",NA
"AWAT2",NA
"NPC2",0
"CTDNEP1",NA
"TMED4",NA
"KRT85",NA
"RGN",NA
"NRBF2",NA
"DESI1",NA
"SOCS1",NA
"SLAMF9",NA
"SAP18",NA
"TMED10",NA
"MAP1LC3B",NA
"SLC10A6",NA
"EEF1AKMT3",NA
"CD164",NA
"ZDHHC19",NA
"SPSB2",NA
"AKT1S1",NA
"ZNF80",NA
"SPIN1",NA
"RBPMS",NA
"BCAP31",NA
"GOLGA7B",NA
"PRB1",NA
"CXCR6",NA
"ARGFX",NA
"DBH",NA
"PON2",NA
"CYB561D1",NA
"DUSP18",NA
"COX4I1",NA
"TRPV2",NA
"TMEM47",NA
"PAQR9",NA
"MCIDAS",NA
"GSTO2",NA
"TMEM106B",NA
"ZNRF4",NA
"NMRK2",NA
"IZUMO3",NA
"DUSP22",NA
"PILRB",NA
"DCTN3",NA
"PIGX",NA
"CCDC134",NA
"TPGS2",NA
"C12orf29",NA
"RPS9",NA
"ADM2",NA
"SPATA4",NA
"ZNF785",NA
"PPP1R35",NA
"TNFRSF9",NA
"SNX16",NA
"SYNGR3",NA
"HIST1H3I",NA
"C11orf1",NA
"NIPSNAP3B",NA
"CCNG1",NA
"UBE2I",NA
"RAP1B",NA
"LIMA1",NA
"SPC24",NA
"AGTR2",NA
"KIAA0355",NA
"CAVIN4",NA
"TMEM178B",NA
"EPPIN",NA
"YEATS2",NA
"TESC",NA
"CBLN4",NA
"NUBP2",NA
"CALML3",NA
"PTPN4",NA
"BTG3",NA
"H1FNT",NA
"CHCHD6",NA
"RPP21",NA
"TENT5D",NA
"HCAR1",NA
"GPR20",NA
"MNDA",0
"SUSD6",NA
"PLAGL1",NA
"FKBP2",NA
"HIST1H3J",NA
"XPO4",NA
"ZCCHC13",NA
"PFN1",NA
"TRIM31",NA
"ZNF679",NA
"KCNK18",NA
"LBHD1",NA
"SNAP23",NA
"CHURC1",NA
"HRASLS",NA
"UBE2E1",NA
"DBP",NA
"MYL9",NA
"FGF23",NA
"PFN3",NA
"TLCD2",NA
"FGF1",NA
"PLEKHB1",NA
"SPTBN1",1
"BCL2L14",NA
"OSTF1",NA
"GRAMD1B",NA
"CD1A",NA
"PGRMC1",NA
"MSANTD3",NA
"FAM110A",NA
"FGF20",NA
"PRR16",NA
"ISOC2",NA
"SPATA19",NA
"PPIP5K1",NA
"OMG",NA
"CCDC59",NA
"OAZ3",NA
"HMGB4",NA
"SIVA1",NA
"DRICH1",NA
"LHPP",NA
"SPATA32",NA
"GSTK1",NA
"SINHCAF",NA
"MTERF2",NA
"GSTM2",0
"DNAI1",NA
"LRRC75B",NA
"ATP6V0E2",NA
"CLDN2",NA
"HIST1H2AM",NA
"FTMT",NA
"SLC31A1",NA
"TAF13",NA
"GPR65",NA
"MTG1",0
"CEACAM8",NA
"SPEF1",NA
"MICA",NA
"CAPS",NA
"RPS7",NA
"GOLGA6L6",NA
"MYL10",NA
"PON3",NA
"CCDC166",NA
"TRAPPC1",0
"MRPL51",NA
"IL32",NA
"UBAP1L",NA
"RGS17",NA
"TMC3",NA
"SPEM1",NA
"MRPS2",NA
"TRAPPC3",NA
"SKA3",NA
"NUTM2F",NA
"RPL28",NA
"PAPOLA",NA
"TNNC2",NA
"ZNF708",NA
"TGIF2",NA
"PAX9",NA
"RABL2B",NA
"TMEM150A",NA
"BCL7C",NA
"ZNF141",NA
"ANKRD7",NA
"MCUR1",NA
"RPL23A",NA
"CPSF4L",NA
"NAT16",NA
"STMN3",NA
"FAM162B",NA
"ZNF90",NA
"CCDC153",NA
"PRSS45",NA
"MRGPRF",NA
"PSENEN",NA
"ANAPC10",NA
"LYPD6",NA
"CCDC32",NA
"ZNF558",NA
"RPL9",NA
"RAB18",NA
"NXPH3",NA
"RXFP4",NA
"CIB2",NA
"TYW3",NA
"TMEM182",NA
"FASLG",NA
"MC4R",NA
"ELP5",NA
"IFI35",NA
"NEURL2",NA
"NCOA1",NA
"MED30",NA
"FRMPD4",NA
"SCHIP1",NA
"NOXRED1",NA
"EMB",NA
"GZMM",NA
"C19orf66",NA
"UBE2D2",NA
"CXCR1",NA
"CAPNS2",NA
"NUDT5",NA
"DTX3",NA
"SUPT4H1",NA
"STX11",NA
"AL354898.1",NA
"ZBTB11",NA
